product,name,description,flowerydescription,availability,sku,price
pearl-earrings-button-pearl-studs-11mm,Button Pearl Studs - 11mm,"Paspaley stud earrings featuring two, 11mm button pearls set in 18kt yellow gold.","The perfect pair. Wear your Paspaley button-shaped pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 11mm button pearls set in 18kt yellow gold.",In stock,SKU    C00E41YPB11,"AUD 2,580.00"
pearl-earrings-dew-drop-earrings-platinum,Dew Drop Earrings - Platinum,"Paspaley earrings featuring two, 11mm round pearls set in 950 platinum, with four white diamonds (0.40ct).","These drop earrings feature luminous round pearls, playfully floating on a fine chain of platinum.

    	
		Paspaley earrings featuring two, 11mm round pearls set in 950 platinum, with four white diamonds (0.40ct).",In stock,SKU    K08E08PPR11,"AUD 6,980.00"
pearl-earrings-dew-drop-earrings-yellow-gold,Dew Drop Earrings - Yellow Gold,"Paspaley earrings feturing two, 11mm round pearls set in 18kt yellow gold with four white diamonds (0.40ct).","These drop earrings feature luminous round pearls, playfully floating on a fine chain of yellow gold.

    	
		Paspaley earrings feturing two, 11mm round pearls set in 18kt yellow gold with four white diamonds (0.40ct).",In stock,SKU    K08E08YPR11,"AUD 6,880.00"
pearl-earrings-diamond-shepherd-hook-earrings-13mm-round-yellow-gold,Diamond Shepherd Hook Earrings 13mm Round - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 13mm round pearls set in18kt yellow gold, with 40 white diamonds (0.21ct).","Capturing understated elegance, these earrings feature two stunning round pearls, set with diamonds to enhance the glow of the pearls.

    	
		Paspaley Shepherd Hook earrings featuring two 13mm round pearls set in18kt yellow gold, with 40 white diamonds (0.21ct).",In stock,SKU    C18E43YPR13,"AUD 9,180.00"
pearl-earrings-diamond-shepherd-hook-earrings-round-white-gold,Diamond Shepherd Hook Earrings Round - White Gold,"Paspaley Shepherd Hook earrings featuring two 10mm round pearls set in18kt white gold, with 40 white diamonds (0.21ct).","These beautiful hook earrings feature two round pearls, set with diamonds to further enhance the pearl's lustre.

    	
		Paspaley Shepherd Hook earrings featuring two 10mm round pearls set in18kt white gold, with 40 white diamonds (0.21ct).",In stock,SKU    C18E43WPR10,"AUD 5,480.00"
pearl-earrings-diamond-shepherd-hook-earrings-round-yellow-gold,Diamond Shepherd Hook Earrings Round - Yellow Gold,"Paspaley Shepherd Hook earrings featuring two 10mm round pearls set in 18kt yellow gold, with 40 white diamonds (0.21ct).","These beautiful hook earrings feature two round pearls, set with diamonds to further enhance the pearl's lustre.

    	
		Paspaley Shepherd Hook earrings featuring two 10mm round pearls set in 18kt yellow gold, with 40 white diamonds (0.21ct).",In stock,SKU    C18E43YPR10,"AUD 5,480.00"
pearl-earrings-diamond-touchstone-earrings-12mm-oval-yellow-gold,Diamond Touchstone Earrings 12mm Oval  - Yellow Gold,"Paspaley earrings featuring two, 12mm oval pearls set in 18kt yellow gold, with 70 white diamonds (0.83ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.
                                            
                                            
                                                Paspaley earrings featuring two, 12mm oval pearls set in 18kt yellow gold, with 70 white diamonds (0.83ct)",In stock,SKU    DC16E10YPO12,"AUD 8,960.00"
pearl-earrings-diamond-touchstone-earrings-14mm-baroque-white-gold,Diamond Touchstone Earrings 14mm Baroque  - White Gold,"Paspaley earrings featuring two, 14mm baroque pearls set in 18kt white gold with, 60 white diamonds (0.93ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 14mm baroque pearls set in 18kt white gold with, 60 white diamonds (0.93ct)",In stock,SKU    DC16E10WPQ14,"AUD 9,960.00"
pearl-earrings-dolce-earrings-white-gold,Dolce Earrings - White Gold,"Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold.","The minimalist design of these earrings perfectly showcase the beautiful round pearls.

    	
		Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold.",In stock,SKU    G06E09WPR13,"AUD 6,280.00"
pearl-earrings-grace-earrings-white-gold,Grace Earrings - White Gold,"Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt white gold, with two white diamonds (0.20ct).","The Grace earrings feature beautiful round pearls with sparkling diamonds on a simple hook design, crafted from white gold.

    	
		Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt white gold, with two white diamonds (0.20ct).",In stock,SKU    C00E44WPR11,"AUD 5,980.00"
pearl-earrings-grace-earrings-yellow-gold,Grace Earrings - Yellow Gold,"Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt yellow gold, with two white diamonds (0.20ct).","The Grace earrings feature beautiful round pearls with sparkling diamonds on a simple hook design, crafted from yellow gold.

    	
		Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt yellow gold, with two white diamonds (0.20ct).",In stock,SKU    C00E44YPR11,"AUD 5,980.00"
pearl-earrings-keshi-pearl-studs-7mm,Keshi Pearl Studs - 7mm,"Paspaley stud earrings featuring two, 7mm baroque keshi pearls set in 18kt yellow gold.","The perfect pair. Wear your Paspaley keshi pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 7mm baroque keshi pearls set in 18kt yellow gold.",In stock,SKU    C00E40YKQ07,AUD 980.00
pearl-earrings-keshi-pearl-studs-9mm,Keshi Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm baroque keshi pearls set in 18kt yellow gold.","The perfect pair. Wear your Paspaley keshi pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm baroque keshi pearls set in 18kt yellow gold.",In stock,SKU    C00E40YKQ09,"AUD 1,680.00"
pearl-earrings-lavalier-earrings-circle-white-gold,Lavalier Earrings Circlé - White Gold,Paspaley earrings featuring two loose 12mm circlé pearls in 18ct white gold.,"These nautically inspired Lavalier earrings feature distinctive Paspaley circlé pearls encased in a white gold mesh net.

    	
		Paspaley earrings featuring two loose 12mm circlé pearls in 18ct white gold.",In stock,SKU    DH14E20WC,"AUD 5,260.00"
pearl-earrings-lavalier-earrings-circle-yellow-gold,Lavalier Earrings Circlé - Yellow Gold,Paspaley earrings featuring two loose 12mm circlé pearls in 18ct yellow gold.,"These nautically inspired Lavalier earrings feature distinctive Paspaley circlé pearls encased in a yellow gold mesh net.

    	
		Paspaley earrings featuring two loose 12mm circlé pearls in 18ct yellow gold.",In stock,SKU    DH14E20YC,"AUD 5,260.00"
pearl-earrings-lavalier-opal-hero-earrings-rose-gold,Lavalier Opal Hero Earrings - Rose Gold,"Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.","These nautically inspired Lavalier earrings feature distinctive Paspaley Round pearls encased in a rose gold mesh net.

    	
		Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.",In stock,SKU    DH15E30RPR,"AUD 14,760.00"
pearl-earrings-maxima-black-studs-white-gold,Maxima Black Studs - White Gold,"Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct).","The Maxima studs feature iridescent black mother-of-pearl, with flashes of pink and green offset by a delicate diamond trim.

    	
		Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct).",Out of stock,SKU    W17E01W,"AUD 2,680.00"
pearl-earrings-maxima-irukandji-earrings-white-gold,Maxima Irukandji Earrings - White Gold,Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct).,"Perfect for every day, these Maxima Irikangi earrings boast a contemporary design, with rainbow iridescence from every angle.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct).",In stock,SKU    W15E04W,"AUD 2,280.00"
pearl-earrings-maxima-pearl-earrings-white-gold,Maxima Pearl Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct).","Inspired by the movement of the ocean, these earrings combine iridescent mother-of-pearl and Paspaley pearls. With the ability to remove the chain and pearls, these earrings are incredibly versatile, perfect for day or night.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct).",In stock,SKU    W15E05WPR12,"AUD 9,980.00"
pearl-earrings-maxima-pearls-my-way-earrings-yellow-gold,Maxima Pearls My Way Earrings - Yellow Gold,"Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct).","The Maxima clips feature rainbow-flecked mother-of-pearl, complemented by a delicate trim of diamonds. Just add your favourite Paspaley pearls or mother-of-pearl pendants.

    	
		Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct).",In stock,SKU    DW17E03YPR13,"AUD 10,660.00"
pearl-earrings-maxima-pearls-my-way-rose-gold,Maxima Pearls My Way – Rose Gold,"Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold.","The Maxima clips feature rainbow-flecked opals, complemented by rose gold and sparkling diamonds. Just add your favourite Paspaley pearls to create your unique look.

    	
		Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold.",In stock,SKU    DW18E05RPR13,"AUD 12,660.00"
pearl-earrings-maxima-stud-earrings-yellow-gold,Maxima Stud Earrings - Yellow Gold,Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold.,"These versatile Maxima mother-of-pearl stud earrings are the perfect complement to your Paspaley pearl jewellery.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold.",In stock,SKU    W15E01Y,AUD 980.00
pearl-earrings-maxima-studs-rose-gold,Maxima Studs – Rose Gold,"Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold.","The Maxima studs feature iridescent opals, set in rose gold with sparkling diamonds; tones are reminiscent of a Kimberley sunset.

    	
		Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold.",In stock,SKU    W18E06R,"AUD 3,980.00"
pearl-earrings-monsoon-budding-flower-earrings-white-gold,Monsoon Budding Flower Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).","Celebrating the vibrancy of The Kimberley’s tropical environment, these earrings feature rich green tsavorites and luminous Paspaley pearls. Each piece is intricately crafted with three-dimensional flower buds, to encase a rare pearl.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).",Out of stock,SKU    Y18E06WPD10,"AUD 26,800.00"
pearl-earrings-monsoon-budding-flower-earrings-yellow-gold,Monsoon Budding Flower Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).","Taking inspiration from the native wildflowers of northern Australia's wetlands, these earrings capture the gradual progression of bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).",Out of stock,SKU    Y18E07YPD10,"AUD 48,800.00"
pearl-earrings-monsoon-chandelier-earrings-white-gold,Monsoon Chandelier Earrings - White Gold,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)",Out of stock,SKU    Y18E02WPR10,"AUD 32,800.00"
pearl-earrings-monsoon-chandelier-earrings-yellow-gold,Monsoon Chandelier Earrings - Yellow Gold,"Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).",Out of stock,SKU    Y18E02YPR10,"AUD 32,800.00"
pearl-earrings-monsoon-cicada-earrings-white-gold,Monsoon Cicada Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30WPD13,"AUD 32,800.00"
pearl-earrings-monsoon-cicada-earrings-yellow-gold,Monsoon Cicada Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).","Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open, to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,SKU    Y18E30YPD13,"AUD 32,800.00"
pearl-earrings-monsoon-double-petal-earrings-white-gold,Monsoon Double Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).",In stock,SKU    DY18E03WKQ09,"AUD 22,780.00"
pearl-earrings-monsoon-double-petal-earrings-yellow-gold,Monsoon Double Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).","These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).",Out of stock,SKU    DY18E03YKQ09,"AUD 22,780.00"
pearl-earrings-monsoon-earring-enhancer-l-r-white-gold,Monsoon Earring Enhancer L+R - White Gold,none,none,Out of stock,SKU    DY18AE01WLR,"AUD 3,360.00"
pearl-earrings-monsoon-earring-enhancer-l-r-yellow-gold,Monsoon Earring Enhancer L+R - Yellow Gold,none,none,In stock,SKU    DY18AE01YLR,"AUD 3,360.00"
pearl-earrings-monsoon-earring-enhancer-left-white-gold,Monsoon Earring Enhancer Left - White Gold,none,none,Out of stock,SKU    Y18AE01WL,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-left-yellow-gold,Monsoon Earring Enhancer Left - Yellow Gold,none,none,Out of stock,SKU    Y18AE01YL,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-right-white-gold,Monsoon Earring Enhancer Right - White Gold,none,none,Out of stock,SKU    Y18AE01WR,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-right-yellow-gold,Monsoon Earring Enhancer Right - Yellow Gold,none,none,In stock,SKU    Y18AE01YR,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-white-gold,Monsoon Earring Enhancer - White Gold,Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).",Out of stock,SKU    DY18AE01W,"AUD 1,680.00"
pearl-earrings-monsoon-earring-enhancer-yellow-gold,Monsoon Earring Enhancer - Yellow Gold,Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).,"Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).",In stock,SKU    DY18AE01Y,"AUD 1,680.00"
pearl-earrings-monsoon-single-petal-earrings-white-gold,Monsoon Single Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).",In stock,SKU    DY18E04WKQ09,"AUD 14,960.00"
pearl-earrings-monsoon-single-petal-earrings-yellow-gold,Monsoon Single Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).","Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).",Out of stock,SKU    DY18E04YKQ09,"AUD 14,960.00"
pearl-earrings-monsoon-tsavorite-chandelier-earrings,Monsoon Tsavorite Chandelier Earrings,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)","Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with lucious jungle green gemstones and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)",Out of stock,SKU    Y18E05WPR10,"AUD 29,800.00"
pearl-earrings-pearls-my-way-10mm-circle-earrings-yellow-gold,Pearls My Way 10mm Circle Earrings - Yellow Gold,"Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).",In stock,SKU    DC16E02YPC10,"AUD 2,460.00"
pearl-earrings-pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way 10mm Oval Earrings - White Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)",In stock,SKU    DC16E02WPO10,"AUD 4,160.00"
pearl-earrings-pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way Diamond Earrings 10mm Oval - Yellow Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)",In stock,SKU    DC16E05YPO10,"AUD 5,760.00"
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way Diamond Earrings 12mm Oval  - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).",In stock,SKU    DC16E05WPO12,"AUD 6,260.00"
pearl-earrings-pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way Pave Earrings 13mm Round - White Gold,"Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)","Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)",In stock,SKU    DC16E06WPR13,"AUD 11,960.00"
